#                                                                                 --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name             accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#     ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
scaffold324:20335-20883   -            183 92266at147550        -            147   1.6e-77  253.0   0.8   1   1   2.1e-78   6.5e-77  251.0   0.8     1   146     1   172     1   173 0.90 -
scaffold168:114254-118105 -            473 92266at147550        -            147     1e-17   59.0   0.0   1   1   5.6e-19   1.8e-17   58.2   0.0    65   140   385   465   381   470 0.88 -
scaffold71:199295-199963  -            170 92266at147550        -            147   1.9e-15   51.6   0.0   1   1   8.6e-17   2.7e-15   51.1   0.0    65   140    81   161    69   167 0.84 -
scaffold160:18967-19544   -            160 92266at147550        -            147   5.5e-15   50.1   0.0   1   1   2.4e-16   7.7e-15   49.6   0.0    66   133    71   144    62   153 0.88 -
scaffold250:152310-152645 -            112 92266at147550        -            147   1.4e-14   48.8   0.0   1   1   4.9e-16   1.5e-14   48.6   0.0    65   117    57   112    29   112 0.90 -
scaffold557:68188-68785   -            180 92266at147550        -            147   5.4e-14   46.9   0.4   1   2      0.31       9.9    0.6   0.1    54    76    59    77    41    86 0.82 -
scaffold557:68188-68785   -            180 92266at147550        -            147   5.4e-14   46.9   0.4   2   2   8.6e-15   2.7e-13   44.6   0.0    76   142   104   174    77   178 0.85 -
scaffold570:69215-69643   -            143 92266at147550        -            147   6.5e-14   46.6   0.1   1   1   2.8e-15   8.9e-14   46.2   0.1    66   132    54   126    49   140 0.86 -
scaffold799:18317-18755   -             98 92266at147550        -            147   1.5e-12   42.1   0.0   1   1   5.2e-14   1.6e-12   42.1   0.0    66   133    18    89    11    98 0.80 -
scaffold116:145577-145828 -             84 92266at147550        -            147   4.8e-11   37.3   0.0   1   1   1.8e-12   5.8e-11   37.0   0.0    65   131    13    84    11    84 0.82 -
scaffold108:56763-57284   -            144 92266at147550        -            147   2.8e-10   34.8   0.0   1   1   1.2e-11   3.8e-10   34.4   0.0    66   131    59   126    48   137 0.82 -
scaffold101:24704-25268   -            165 92266at147550        -            147   2.3e-08   28.6   0.3   1   1   4.1e-09   1.3e-07   26.2   0.3    66   140    69   161    64   164 0.81 -
scaffold107:314212-314583 -            124 92266at147550        -            147   7.5e-08   26.9   0.2   1   1   1.6e-08   5.2e-07   24.2   0.2    66   133    20   105    16   118 0.79 -
scaffold539:8545-8868     -            108 92266at147550        -            147   1.6e-06   22.6   0.2   1   1     3e-07   9.6e-06   20.1   0.2    65   138     6    98     3   106 0.74 -
scaffold486:76422-76652   -             77 92266at147550        -            147   7.6e-06   20.4   0.0   1   1   2.9e-07     9e-06   20.2   0.0    65    93    33    67    11    75 0.85 -
scaffold232:151351-151727 -            102 92266at147550        -            147   4.1e-05   18.0   0.0   1   1   1.4e-06   4.3e-05   18.0   0.0    77   112    65   101    27   102 0.88 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /pickett_shared/projects/lwy647/discula_draft_assembly/busco_downloads/lineages/sordariomycetes_odb10/hmms/92266at147550.hmm
# Target file:     /pickett_shared/projects/lwy647/discula_draft_assembly/discula70_53.scafSeq.BUSCO/run_sordariomycetes_odb10/metaeuk_output/rerun_results/discula70_53.scafSeq.modified.fas
# Option settings: hmmsearch --domtblout /pickett_shared/projects/lwy647/discula_draft_assembly/discula70_53.scafSeq.BUSCO/run_sordariomycetes_odb10/hmmer_output/rerun_results/92266at147550.out --cpu 1 /pickett_shared/projects/lwy647/discula_draft_assembly/busco_downloads/lineages/sordariomycetes_odb10/hmms/92266at147550.hmm /pickett_shared/projects/lwy647/discula_draft_assembly/discula70_53.scafSeq.BUSCO/run_sordariomycetes_odb10/metaeuk_output/rerun_results/discula70_53.scafSeq.modified.fas 
# Current dir:     /pickett_shared/projects/lwy647/discula_draft_assembly
# Date:            Thu Aug 31 18:14:25 2023
# [ok]
