#                                                                                 --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name             accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#     ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
scaffold160:18967-19544   -            160 93640at147550        -            135   1.6e-67  220.6   1.5   1   2   1.8e-14   4.8e-13   44.3   0.1    19    56     1    38     1    50 0.90 -
scaffold160:18967-19544   -            160 93640at147550        -            135   1.6e-67  220.6   1.5   2   2   3.6e-55   9.4e-54  176.1   0.2    42   135    55   156    45   156 0.89 -
scaffold250:152310-152645 -            112 93640at147550        -            135   1.4e-29   97.8   0.0   1   1   5.8e-31   1.5e-29   97.7   0.0     8   111     3   112     1   112 0.92 -
scaffold168:114254-118105 -            473 93640at147550        -            135   3.2e-29   96.6   0.1   1   1     2e-30   5.3e-29   95.9   0.1    44   135   369   468   362   468 0.88 -
scaffold570:69215-69643   -            143 93640at147550        -            135   6.4e-26   86.0   0.1   1   1   2.7e-27   7.1e-26   85.8   0.1    13   128     5   128     1   136 0.89 -
scaffold108:56763-57284   -            144 93640at147550        -            135     9e-26   85.5   0.0   1   1   3.7e-27   9.8e-26   85.4   0.0     6   129     2   130     1   140 0.88 -
scaffold71:199295-199963  -            170 93640at147550        -            135   2.5e-24   80.8   0.1   1   1   1.3e-25   3.4e-24   80.4   0.1    12   129    32   154    24   160 0.92 -
scaffold101:24704-25268   -            165 93640at147550        -            135   1.1e-22   75.4   0.1   1   1   4.7e-23   1.2e-21   72.1   0.1     5   128    12   153     8   160 0.87 -
scaffold557:68188-68785   -            180 93640at147550        -            135   3.5e-19   64.2   0.1   1   2   0.00018    0.0046   12.0   0.0    48    69    57    78    10    84 0.85 -
scaffold557:68188-68785   -            180 93640at147550        -            135   3.5e-19   64.2   0.1   2   2   2.1e-16   5.6e-15   50.5   0.0    61   129    94   165    87   171 0.90 -
scaffold324:20335-20883   -            183 93640at147550        -            135   1.8e-18   61.8   0.0   1   1   9.1e-20   2.4e-18   61.4   0.0    48   130    76   159    41   164 0.86 -
scaffold799:18317-18755   -             98 93640at147550        -            135   1.2e-17   59.2   0.0   1   1   4.7e-19   1.2e-17   59.1   0.0    48   122     8    84     1    94 0.88 -
scaffold116:145577-145828 -             84 93640at147550        -            135   4.1e-15   51.0   0.1   1   1   1.7e-16   4.4e-15   50.9   0.1    50   121     6    80     2    84 0.87 -
scaffold107:314212-314583 -            124 93640at147550        -            135   2.6e-11   38.6   0.7   1   1   1.9e-11   5.1e-10   34.5   0.7    47   130     9   108     5   114 0.82 -
scaffold255:71429-71824   -            132 93640at147550        -            135   2.8e-11   38.5   0.0   1   1   1.2e-12   3.1e-11   38.4   0.0    10   108     2   105     1   128 0.83 -
scaffold539:8545-8868     -            108 93640at147550        -            135   3.8e-11   38.1   0.4   1   1   1.7e-11   4.6e-10   34.6   0.4    53   126     2    89     1    98 0.73 -
scaffold486:76422-76652   -             77 93640at147550        -            135   3.9e-10   34.9   0.1   1   1   1.7e-11   4.4e-10   34.7   0.1    29    91     2    70     1    76 0.84 -
scaffold424:159243-159785 -            181 93640at147550        -            135   5.2e-08   28.0   0.1   1   2    0.0011     0.028    9.4   0.0     3    31    45    73    43    77 0.92 -
scaffold424:159243-159785 -            181 93640at147550        -            135   5.2e-08   28.0   0.1   2   2     6e-06   0.00016   16.7   0.0    31   102    99   175    95   181 0.73 -
scaffold232:151351-151727 -            102 93640at147550        -            135   1.3e-05   20.2   0.0   1   1   5.4e-07   1.4e-05   20.1   0.0    34   107    22   102     2   102 0.70 -
scaffold115:204715-205398 -            101 93640at147550        -            135   0.00018   16.5   0.0   1   1   7.2e-06   0.00019   16.4   0.0    49    84    21    56     6    93 0.82 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /pickett_shared/projects/lwy647/discula_draft_assembly/busco_downloads/lineages/sordariomycetes_odb10/hmms/93640at147550.hmm
# Target file:     /pickett_shared/projects/lwy647/discula_draft_assembly/discula70_53.scafSeq.BUSCO/run_sordariomycetes_odb10/metaeuk_output/rerun_results/discula70_53.scafSeq.modified.fas
# Option settings: hmmsearch --domtblout /pickett_shared/projects/lwy647/discula_draft_assembly/discula70_53.scafSeq.BUSCO/run_sordariomycetes_odb10/hmmer_output/rerun_results/93640at147550.out --cpu 1 /pickett_shared/projects/lwy647/discula_draft_assembly/busco_downloads/lineages/sordariomycetes_odb10/hmms/93640at147550.hmm /pickett_shared/projects/lwy647/discula_draft_assembly/discula70_53.scafSeq.BUSCO/run_sordariomycetes_odb10/metaeuk_output/rerun_results/discula70_53.scafSeq.modified.fas 
# Current dir:     /pickett_shared/projects/lwy647/discula_draft_assembly
# Date:            Thu Aug 31 18:14:25 2023
# [ok]
