#                                                                                 --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name             accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#     ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
scaffold7:12737-14376     -            510 46366at147550        -            368  3.1e-164  540.9  26.1   1   3       3.5        52   -2.7   0.0     2    14    29    41    29    59 0.85 -
scaffold7:12737-14376     -            510 46366at147550        -            368  3.1e-164  540.9  26.1   2   3   2.5e-64   3.6e-63  208.4   2.0    17   172    74   253    69   257 0.86 -
scaffold7:12737-14376     -            510 46366at147550        -            368  3.1e-164  540.9  26.1   3   3  1.2e-103  1.8e-102  337.7  14.6   170   368   289   501   282   501 0.94 -
scaffold351:59144-60115   -            324 46366at147550        -            368   2.6e-25   83.8  15.4   1   2   7.7e-19   1.1e-17   58.7   7.6    26   166     1   166     1   193 0.79 -
scaffold351:59144-60115   -            324 46366at147550        -            368   2.6e-25   83.8  15.4   2   2   1.5e-09   2.3e-08   28.1   0.9   188   271   215   302   203   309 0.79 -
scaffold22:42092-42988    -            299 46366at147550        -            368   6.7e-24   79.2   5.0   1   1   5.2e-23   7.6e-22   72.4   5.0    24   261     6   292     1   299 0.74 -
scaffold363:5917-6729     -            271 46366at147550        -            368   2.6e-23   77.3   4.8   1   2   6.6e-19   9.7e-18   58.9   5.0    32   145     2   123     1   134 0.88 -
scaffold363:5917-6729     -            271 46366at147550        -            368   2.6e-23   77.3   4.8   2   2   5.3e-06   7.9e-05   16.4   0.0   155   254   166   270   127   271 0.79 -
scaffold4:52250-53350     -            367 46366at147550        -            368     7e-23   75.8  18.3   1   1   2.1e-21   3.1e-20   67.1  18.3    27   335     5   367     1   367 0.73 -
scaffold603:55949-57082   -            378 46366at147550        -            368   3.2e-21   70.3  10.6   1   1     1e-19   1.5e-18   61.6  10.6    28   336     1   368     1   373 0.71 -
scaffold513:59179-60239   -            301 46366at147550        -            368   1.6e-20   68.0   2.1   1   1   2.3e-19   3.4e-18   60.4   2.1    26   174     1   166     1   301 0.72 -
scaffold28:89894-90976    -            361 46366at147550        -            368   1.8e-20   67.9  13.6   1   2   6.4e-11   9.5e-10   32.6   0.2    78   134     3    59     1   112 0.87 -
scaffold28:89894-90976    -            361 46366at147550        -            368   1.8e-20   67.9  13.6   2   2   1.2e-12   1.8e-11   38.2   8.5   193   356   160   331   147   337 0.81 -
scaffold299:117980-122936 -            364 46366at147550        -            368   2.4e-20   67.5  11.1   1   3       5.9        88   -3.5   0.0   178   208     6    36     3    38 0.75 -
scaffold299:117980-122936 -            364 46366at147550        -            368   2.4e-20   67.5  11.1   2   3   1.3e-18   1.9e-17   57.9   9.2    27   168    63   234    57   253 0.78 -
scaffold299:117980-122936 -            364 46366at147550        -            368   2.4e-20   67.5  11.1   3   3    0.0021      0.03    7.9   0.0   190   256   293   360   283   364 0.81 -
scaffold16:29078-30091    -            338 46366at147550        -            368   1.4e-19   65.0  14.3   1   1   3.1e-18   4.6e-17   56.7  14.3    28   303     1   336     1   338 0.66 -
scaffold109:53031-92800   -            276 46366at147550        -            368   5.7e-19   63.0   0.2   1   2     3e-19   4.4e-18   60.0   0.1    32   132    18   121     6   148 0.84 -
scaffold109:53031-92800   -            276 46366at147550        -            368   5.7e-19   63.0   0.2   2   2      0.31       4.6    0.7   0.0   138   158   174   197   167   218 0.69 -
scaffold840:9181-9948     -            256 46366at147550        -            368   6.9e-19   62.7   9.0   1   2   3.4e-18   5.1e-17   56.5   9.9    28   168     3   167     1   172 0.80 -
scaffold840:9181-9948     -            256 46366at147550        -            368   6.9e-19   62.7   9.0   2   2      0.11       1.6    2.2   0.0   181   214   223   256   193   256 0.79 -
