#                                                                                 --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name             accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#     ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
scaffold570:69215-69643   -            143 96680at147550        -            122   6.9e-46  149.8   0.1   1   1   5.8e-47   1.5e-45  148.7   0.1    16   118    23   135     4   143 0.81 -
scaffold168:114254-118105 -            473 96680at147550        -            122   8.5e-29   94.7   0.1   1   1   5.2e-30   1.4e-28   94.0   0.1    25   119   373   465   369   472 0.91 -
scaffold160:18967-19544   -            160 96680at147550        -            122     1e-26   87.9   0.0   1   1   4.9e-28   1.3e-26   87.6   0.0    26   118    59   152    49   160 0.91 -
scaffold324:20335-20883   -            183 96680at147550        -            122   1.4e-20   68.1   0.0   1   1   8.5e-22   2.2e-20   67.5   0.0    26   119    74   165    69   167 0.91 -
scaffold108:56763-57284   -            144 96680at147550        -            122   1.1e-19   65.2   0.0   1   1     6e-21   1.6e-19   64.7   0.0    26   111    47   129    44   140 0.92 -
scaffold71:199295-199963  -            170 96680at147550        -            122   1.8e-19   64.5   0.0   1   1   8.6e-21   2.2e-19   64.2   0.0    25   119    69   161    33   164 0.94 -
scaffold250:152310-152645 -            112 96680at147550        -            122   1.2e-18   61.9   0.0   1   1   6.8e-20   1.8e-18   61.3   0.0    10    94    21   112    15   112 0.87 -
scaffold557:68188-68785   -            180 96680at147550        -            122   1.6e-18   61.5   0.1   1   2     0.016      0.43    5.2   0.0    25    45    54    75    30    83 0.83 -
scaffold557:68188-68785   -            180 96680at147550        -            122   1.6e-18   61.5   0.1   2   2   9.9e-18   2.6e-16   54.3   0.0    41   120    95   173    89   175 0.92 -
scaffold799:18317-18755   -             98 96680at147550        -            122   4.2e-18   60.1   0.0   1   1   1.8e-19   4.8e-18   60.0   0.0    26   105     6    84     3    97 0.89 -
scaffold116:145577-145828 -             84 96680at147550        -            122   6.1e-18   59.6   0.0   1   1   2.4e-19   6.3e-18   59.6   0.0    25   104     1    80     1    84 0.91 -
scaffold101:24704-25268   -            165 96680at147550        -            122     1e-15   52.4   2.2   1   1   3.4e-16     9e-15   49.4   2.2    26   119    57   161    17   164 0.83 -
scaffold539:8545-8868     -            108 96680at147550        -            122   1.2e-11   39.3   0.8   1   1   2.1e-12   5.5e-11   37.2   0.8    36   117     6    97     1   103 0.85 -
scaffold107:314212-314583 -            124 96680at147550        -            122   3.7e-11   37.7   0.8   1   1   8.6e-12   2.3e-10   35.2   0.8    26   117     8   112     2   117 0.84 -
scaffold255:71429-71824   -            132 96680at147550        -            122   3.6e-07   24.8   0.0   1   1   3.3e-08   8.8e-07   23.6   0.0    13    91    19   105     3   120 0.77 -
scaffold424:159243-159785 -            181 96680at147550        -            122   0.00016   16.3   0.2   1   1   1.2e-05    0.0003   15.4   0.2    26    86   117   176    88   181 0.70 -
scaffold232:151351-151727 -            102 96680at147550        -            122   0.00016   16.3   0.0   1   1   6.9e-06   0.00018   16.1   0.0    24    90    34   102    15   102 0.76 -
scaffold115:204715-205398 -            101 96680at147550        -            122   0.00021   15.9   0.2   1   1   1.8e-05   0.00047   14.8   0.2    33    60    25    53    14   100 0.74 -
scaffold486:76422-76652   -             77 96680at147550        -            122   0.00041   15.0   0.0   1   1   1.8e-05   0.00047   14.8   0.0    29    69    25    67    11    75 0.73 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /pickett_shared/projects/lwy647/discula_draft_assembly/busco_downloads/lineages/sordariomycetes_odb10/hmms/96680at147550.hmm
# Target file:     /pickett_shared/projects/lwy647/discula_draft_assembly/discula70_53.scafSeq.BUSCO/run_sordariomycetes_odb10/metaeuk_output/rerun_results/discula70_53.scafSeq.modified.fas
# Option settings: hmmsearch --domtblout /pickett_shared/projects/lwy647/discula_draft_assembly/discula70_53.scafSeq.BUSCO/run_sordariomycetes_odb10/hmmer_output/rerun_results/96680at147550.out --cpu 1 /pickett_shared/projects/lwy647/discula_draft_assembly/busco_downloads/lineages/sordariomycetes_odb10/hmms/96680at147550.hmm /pickett_shared/projects/lwy647/discula_draft_assembly/discula70_53.scafSeq.BUSCO/run_sordariomycetes_odb10/metaeuk_output/rerun_results/discula70_53.scafSeq.modified.fas 
# Current dir:     /pickett_shared/projects/lwy647/discula_draft_assembly
# Date:            Thu Aug 31 18:14:25 2023
# [ok]
