#                                                                                 --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name             accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#     ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
scaffold344:17812-19439   -            512 37514at147550        -            445  1.4e-106  351.9  34.1   1   1    3e-106  6.2e-105  346.5  34.1     4   439    27   495    25   499 0.91 -
scaffold46:20570-22091    -            477 37514at147550        -            445   1.2e-85  283.0  38.6   1   1   7.7e-87   1.6e-85  282.6  38.6     9   432     1   452     1   457 0.88 -
scaffold40:117830-119119  -            408 37514at147550        -            445   4.4e-85  281.1  32.7   1   1   2.7e-86   5.6e-85  280.8  32.7    23   400     1   400     1   407 0.92 -
scaffold226:89270-90830   -            435 37514at147550        -            445   1.3e-80  266.3  28.1   1   1     8e-82   1.6e-80  266.0  28.1     7   394    19   435    15   435 0.89 -
scaffold831:10350-11923   -            499 37514at147550        -            445   1.2e-72  240.1  35.3   1   1   7.7e-74   1.6e-72  239.7  35.3     5   441    18   482    14   485 0.88 -
scaffold100:24448-25795   -            420 37514at147550        -            445   1.5e-71  236.5  30.0   1   2   7.4e-11   1.5e-09   32.1   3.1    23    62     1    40     1    45 0.93 -
scaffold100:24448-25795   -            420 37514at147550        -            445   1.5e-71  236.5  30.0   2   2   6.3e-65   1.3e-63  210.4  19.1    60   394    61   420    51   420 0.86 -
scaffold16:46029-47645    -            509 37514at147550        -            445   4.1e-71  235.1  30.3   1   1   2.9e-72     6e-71  234.5  30.3     4   429    16   464    13   477 0.86 -
scaffold578:38087-39796   -            448 37514at147550        -            445   7.9e-70  230.8  33.3   1   3   1.3e-20   2.6e-19   64.3   5.3    15    90     1    76     1    78 0.97 -
scaffold578:38087-39796   -            448 37514at147550        -            445   7.9e-70  230.8  33.3   2   3   8.4e-39   1.7e-37  124.2   3.9   128   315    79   278    76   297 0.86 -
scaffold578:38087-39796   -            448 37514at147550        -            445   7.9e-70  230.8  33.3   3   3   8.7e-18   1.8e-16   55.0   9.6   310   431   297   425   274   438 0.80 -
scaffold140:114265-115723 -            418 37514at147550        -            445   6.9e-69  227.7  25.0   1   1   4.4e-70   9.2e-69  227.3  25.0     4   378    14   410    11   417 0.90 -
scaffold4:49856-51479     -            478 37514at147550        -            445   1.2e-68  226.9  27.9   1   1   7.6e-70   1.6e-68  226.6  27.9     5   432     2   450     1   459 0.89 -
scaffold37:37409-38870    -            432 37514at147550        -            445     3e-68  225.6  27.8   1   1     2e-69   4.2e-68  225.2  27.8    17   409     5   428     1   431 0.89 -
scaffold717:17863-19756   -            500 37514at147550        -            445   4.9e-68  224.9  36.7   1   2   4.6e-18   9.6e-17   55.9   6.2     5    70    44   109    41   127 0.91 -
scaffold717:17863-19756   -            500 37514at147550        -            445   4.9e-68  224.9  36.7   2   2   5.2e-54   1.1e-52  174.4  23.8   110   436   115   468   110   475 0.86 -
scaffold83:53311-106246   -            532 37514at147550        -            445   3.7e-66  218.8  36.7   1   2     0.067       1.4    2.6   0.1     8    24     2    18     1    28 0.84 -
scaffold83:53311-106246   -            532 37514at147550        -            445   3.7e-66  218.8  36.7   2   2   3.7e-67   7.5e-66  217.7  33.0    24   432    44   486    34   493 0.86 -
scaffold109:99838-101445  -            491 37514at147550        -            445   3.2e-61  202.5  31.4   1   1   2.1e-62   4.4e-61  202.0  31.4     5   432    13   473    10   483 0.89 -
scaffold256:109159-110906 -            442 37514at147550        -            445   1.3e-60  200.5  32.5   1   1   2.5e-60   5.2e-59  195.2  32.5     8   433     2   424     1   433 0.88 -
scaffold250:20047-21678   -            482 37514at147550        -            445   2.8e-60  199.3  37.3   1   1   1.8e-61   3.7e-60  199.0  37.3    23   440     1   448     1   451 0.85 -
scaffold623:9142-10518    -            397 37514at147550        -            445   6.7e-59  194.8  21.1   1   1   4.2e-60   8.6e-59  194.5  21.1   105   417    23   350     3   381 0.87 -
scaffold143:213087-214996 -            437 37514at147550        -            445   1.1e-56  187.5  33.2   1   1     3e-55   6.1e-54  178.5  33.2     9   418     2   405     1   416 0.88 -
scaffold215:61514-63361   -            477 37514at147550        -            445   6.3e-53  175.1  24.2   1   1   4.3e-54   8.9e-53  174.6  24.2     6   433     1   435     1   443 0.90 -
