#                                                                                 --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name             accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#     ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
scaffold289:163249-166212 -            988 11295at147550        -            707  1.3e-303 1006.4  29.0   1   4  1.5e-242    1e-239  795.3   0.3     2   443     7   486     6   496 0.94 -
scaffold289:163249-166212 -            988 11295at147550        -            707  1.3e-303 1006.4  29.0   2   4   2.6e-28   1.7e-25   87.2   0.3   454   526   529   603   514   607 0.92 -
scaffold289:163249-166212 -            988 11295at147550        -            707  1.3e-303 1006.4  29.0   3   4   6.7e-39   4.4e-36  122.2   3.4   523   640   655   786   652   789 0.84 -
scaffold289:163249-166212 -            988 11295at147550        -            707  1.3e-303 1006.4  29.0   4   4   0.00024      0.16    8.0   6.0   674   707   897   933   787   933 0.49 -
scaffold76:4625-7160      -            760 11295at147550        -            707     2e-44  149.7  15.5   1   2   9.5e-39   6.2e-36  121.7   0.1   109   429    83   385    66   394 0.87 -
scaffold76:4625-7160      -            760 11295at147550        -            707     2e-44  149.7  15.5   2   2   6.8e-11   4.5e-08   29.6  10.9   551   663   615   731   581   754 0.67 -
scaffold357:30529-32935   -            666 11295at147550        -            707   2.9e-42  142.6  11.5   1   2   2.9e-38   1.9e-35  120.1   4.0    16   415    41   420    27   440 0.85 -
scaffold357:30529-32935   -            666 11295at147550        -            707   2.9e-42  142.6  11.5   2   2   6.6e-10   4.3e-07   26.3   0.8   531   633   536   648   519   659 0.77 -
scaffold56:79868-81970    -            649 11295at147550        -            707   1.9e-39  133.3   7.9   1   2   1.6e-35     1e-32  111.0   0.3    18   415     4   381     1   403 0.83 -
scaffold56:79868-81970    -            649 11295at147550        -            707   1.9e-39  133.3   7.9   2   2   2.3e-09   1.5e-06   24.6   2.5   513   631   482   608   473   613 0.76 -
scaffold250:37682-39952   -            614 11295at147550        -            707   4.1e-34  115.7  10.7   1   2   2.2e-33   1.4e-30  104.0   1.2    19   413     9   385     4   389 0.84 -
scaffold250:37682-39952   -            614 11295at147550        -            707   4.1e-34  115.7  10.7   2   2   1.8e-06    0.0012   15.0   2.5   540   627   518   609   480   614 0.74 -
scaffold406:111904-113717 -            567 11295at147550        -            707   4.9e-25   85.7   3.2   1   1   2.9e-27   1.9e-24   83.7   3.2    65   409    47   390    40   417 0.76 -
scaffold96:309384-311447  -            663 11295at147550        -            707   2.2e-20   70.3  19.6   1   1   3.4e-22   2.2e-19   67.0  19.6     8   636    25   640    18   663 0.73 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /pickett_shared/projects/lwy647/discula_draft_assembly/busco_downloads/lineages/sordariomycetes_odb10/hmms/11295at147550.hmm
# Target file:     /pickett_shared/projects/lwy647/discula_draft_assembly/discula70_53.scafSeq.BUSCO/run_sordariomycetes_odb10/metaeuk_output/initial_results/discula70_53.scafSeq.modified.fas
# Option settings: hmmsearch --domtblout /pickett_shared/projects/lwy647/discula_draft_assembly/discula70_53.scafSeq.BUSCO/run_sordariomycetes_odb10/hmmer_output/initial_run_results/11295at147550.out --cpu 1 /pickett_shared/projects/lwy647/discula_draft_assembly/busco_downloads/lineages/sordariomycetes_odb10/hmms/11295at147550.hmm /pickett_shared/projects/lwy647/discula_draft_assembly/discula70_53.scafSeq.BUSCO/run_sordariomycetes_odb10/metaeuk_output/initial_results/discula70_53.scafSeq.modified.fas 
# Current dir:     /pickett_shared/projects/lwy647/discula_draft_assembly
# Date:            Thu Aug 31 18:11:40 2023
# [ok]
