#                                                                                 --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name             accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#     ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
scaffold32:64834-68102    -           1066 15867at147550        -            776  1.8e-270  897.4  55.7   1   5   4.5e-56   1.4e-53  180.2   8.2     2   125     2   165     1   173 0.81 -
scaffold32:64834-68102    -           1066 15867at147550        -            776  1.8e-270  897.4  55.7   2   5   1.3e-18     4e-16   56.3  16.9   141   301   218   428   214   433 0.65 -
scaffold32:64834-68102    -           1066 15867at147550        -            776  1.8e-270  897.4  55.7   3   5  1.3e-102  3.9e-100  334.1   0.9   260   518   425   726   423   732 0.83 -
scaffold32:64834-68102    -           1066 15867at147550        -            776  1.8e-270  897.4  55.7   4   5     2e-54   6.1e-52  174.7   2.5   513   634   748   862   727   886 0.89 -
scaffold32:64834-68102    -           1066 15867at147550        -            776  1.8e-270  897.4  55.7   5   5     3e-53   9.1e-51  170.8   0.7   629   775   906  1066   897  1066 0.88 -
scaffold32:197125-199862  -            820 15867at147550        -            776   2.7e-48  162.6  12.9   1   2   7.4e-18   2.3e-15   53.8   4.2    17    74    35    91    22   121 0.82 -
scaffold32:197125-199862  -            820 15867at147550        -            776   2.7e-48  162.6  12.9   2   2   5.3e-36   1.6e-33  113.8   1.4   181   688   205   722   186   725 0.76 -
scaffold225:60868-63634   -            901 15867at147550        -            776   2.9e-28   96.4   5.2   1   3   7.8e-15   2.4e-12   43.8   0.0   293   371   283   361   261   374 0.79 -
scaffold225:60868-63634   -            901 15867at147550        -            776   2.9e-28   96.4   5.2   2   3   3.9e-16   1.2e-13   48.1   0.1   383   670   421   729   403   737 0.79 -
scaffold225:60868-63634   -            901 15867at147550        -            776   2.9e-28   96.4   5.2   3   3    0.0042       1.3    5.0   0.5   668   690   761   783   736   808 0.87 -
scaffold500:170982-172935 -            545 15867at147550        -            776   4.9e-14   49.3   5.1   1   1   2.7e-16   8.1e-14   48.6   5.1    13    68   412   468   406   476 0.91 -
scaffold285:5451-8067     -            710 15867at147550        -            776   6.3e-12   42.4   3.3   1   1   4.4e-14   1.3e-11   41.3   3.3    20    64   556   602   543   613 0.84 -
scaffold178:87701-88772   -            335 15867at147550        -            776   2.8e-11   40.2   1.4   1   1   1.3e-13   3.8e-11   39.8   1.4    22   101   133   218   122   227 0.71 -
scaffold77:47816-49108    -            431 15867at147550        -            776   7.6e-11   38.8   5.3   1   1   3.8e-13   1.2e-10   38.2   5.3    16    83    73   139    65   144 0.87 -
scaffold605:12393-14511   -            686 15867at147550        -            776   7.6e-10   35.5   3.5   1   1   4.1e-12   1.3e-09   34.8   3.5    24    73   166   214   145   251 0.84 -
scaffold204:108959-110899 -            647 15867at147550        -            776   1.3e-09   34.8  18.6   1   2   7.1e-05     0.022   10.8   9.3    16    58   267   309   259   310 0.90 -
scaffold204:108959-110899 -            647 15867at147550        -            776   1.3e-09   34.8  18.6   2   2   3.3e-11     1e-08   31.8   7.3    22    68   301   347   301   353 0.97 -
scaffold252:50992-51933   -            269 15867at147550        -            776   1.3e-09   34.7   2.8   1   1     6e-12   1.8e-09   34.2   2.8    19    78   203   264   191   267 0.89 -
scaffold535:170823-172957 -            694 15867at147550        -            776   3.9e-07   26.5  14.6   1   2   2.5e-07   7.7e-05   18.9   6.8    16    67   462   513   454   516 0.89 -
scaffold535:170823-172957 -            694 15867at147550        -            776   3.9e-07   26.5  14.6   2   2   5.8e-08   1.8e-05   21.0   0.9    18    66   492   549   492   558 0.86 -
scaffold675:2257-3610     -            420 15867at147550        -            776   2.8e-06   23.7   1.7   1   1   1.9e-08   5.7e-06   22.7   1.7    14    72   349   408   337   417 0.79 -
scaffold410:216708-218066 -            453 15867at147550        -            776   0.00038   16.6   0.1   1   2    0.0059       1.8    4.5   0.0   309   332   107   130    61   137 0.83 -
scaffold410:216708-218066 -            453 15867at147550        -            776   0.00038   16.6   0.1   2   2   0.00012     0.037   10.1   0.0   433   478   291   336   271   351 0.86 -
scaffold27:407217-410186  -            702 15867at147550        -            776    0.0049   13.0   0.0   1   1   2.3e-05    0.0071   12.5   0.0   429   477   228   277   175   291 0.73 -
scaffold585:55547-57285   -            556 15867at147550        -            776       0.1    8.6   1.6   1   1   0.00063      0.19    7.7   1.6    24    70    90   135    75   149 0.73 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /pickett_shared/projects/lwy647/discula_draft_assembly/busco_downloads/lineages/sordariomycetes_odb10/hmms/15867at147550.hmm
# Target file:     /pickett_shared/projects/lwy647/discula_draft_assembly/discula70_53.scafSeq.BUSCO/run_sordariomycetes_odb10/metaeuk_output/initial_results/discula70_53.scafSeq.modified.fas
# Option settings: hmmsearch --domtblout /pickett_shared/projects/lwy647/discula_draft_assembly/discula70_53.scafSeq.BUSCO/run_sordariomycetes_odb10/hmmer_output/initial_run_results/15867at147550.out --cpu 1 /pickett_shared/projects/lwy647/discula_draft_assembly/busco_downloads/lineages/sordariomycetes_odb10/hmms/15867at147550.hmm /pickett_shared/projects/lwy647/discula_draft_assembly/discula70_53.scafSeq.BUSCO/run_sordariomycetes_odb10/metaeuk_output/initial_results/discula70_53.scafSeq.modified.fas 
# Current dir:     /pickett_shared/projects/lwy647/discula_draft_assembly
# Date:            Thu Aug 31 18:11:37 2023
# [ok]
