#                                                                                 --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name             accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#     ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
scaffold500:129014-130623 -            486 39087at147550        -            430  1.2e-215  714.4  11.8   1   1  2.2e-218  1.4e-215  714.2  11.8     6   430     7   461     2   461 0.93 -
scaffold46:350647-352016  -            439 39087at147550        -            430  3.8e-107  356.9   1.1   1   1  6.6e-110  4.3e-107  356.8   1.1    33   427     1   431     1   434 0.90 -
scaffold528:24764-25950   -            368 39087at147550        -            430   1.3e-50  170.7   0.8   1   2   1.1e-30   6.9e-28   95.8   0.0   323   424    21   129    15   139 0.85 -
scaffold528:24764-25950   -            368 39087at147550        -            430   1.3e-50  170.7   0.8   2   2   6.4e-24   4.2e-21   73.4   0.2   336   428   155   254   133   256 0.81 -
scaffold28:324460-326063  -            500 39087at147550        -            430   5.7e-28   96.1   0.9   1   2   2.6e-27   1.7e-24   84.6   0.5    12   169    34   200    22   206 0.81 -
scaffold28:324460-326063  -            500 39087at147550        -            430   5.7e-28   96.1   0.9   2   2   3.3e-05     0.022   11.8   0.0   367   421   185   241   178   245 0.84 -
scaffold107:203749-206078 -            714 39087at147550        -            430     7e-21   72.7   0.0   1   3   8.6e-05     0.056   10.4   0.0    57    96   112   151   103   162 0.81 -
scaffold107:203749-206078 -            714 39087at147550        -            430     7e-21   72.7   0.0   2   3   5.1e-19   3.3e-16   57.3   0.0    27   149   281   402   263   421 0.85 -
scaffold107:203749-206078 -            714 39087at147550        -            430     7e-21   72.7   0.0   3   3     0.062        41    1.0   0.0    60   144   415   503   406   522 0.75 -
scaffold222:76353-77310   -            298 39087at147550        -            430   3.1e-09   34.3   0.0   1   1   6.8e-12   4.4e-09   33.8   0.0    31    97     1    68     1    94 0.85 -
scaffold50:358450-359248  -            248 39087at147550        -            430    0.0069   13.4   0.0   1   1   1.6e-05      0.01   12.8   0.0    27    94    27    95    20   117 0.76 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /pickett_shared/projects/lwy647/discula_draft_assembly/busco_downloads/lineages/sordariomycetes_odb10/hmms/39087at147550.hmm
# Target file:     /pickett_shared/projects/lwy647/discula_draft_assembly/discula70_53.scafSeq.BUSCO/run_sordariomycetes_odb10/metaeuk_output/initial_results/discula70_53.scafSeq.modified.fas
# Option settings: hmmsearch --domtblout /pickett_shared/projects/lwy647/discula_draft_assembly/discula70_53.scafSeq.BUSCO/run_sordariomycetes_odb10/hmmer_output/initial_run_results/39087at147550.out --cpu 1 /pickett_shared/projects/lwy647/discula_draft_assembly/busco_downloads/lineages/sordariomycetes_odb10/hmms/39087at147550.hmm /pickett_shared/projects/lwy647/discula_draft_assembly/discula70_53.scafSeq.BUSCO/run_sordariomycetes_odb10/metaeuk_output/initial_results/discula70_53.scafSeq.modified.fas 
# Current dir:     /pickett_shared/projects/lwy647/discula_draft_assembly
# Date:            Thu Aug 31 18:11:55 2023
# [ok]
