#                                                                                --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name            accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#    ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
scaffold267:84437-86630  -            657 15291at147550        -            542         0 1083.5   0.1   1   2    4e-279  3.1e-276  915.0   0.0     8   447    52   528    47   537 0.95 -
scaffold267:84437-86630  -            657 15291at147550        -            542         0 1083.5   0.1   2   2   2.8e-52   2.2e-49  166.3   0.0   445   542   551   655   547   655 0.95 -
scaffold763:1310-3945    -            745 15291at147550        -            542   1.1e-72  243.2   0.1   1   1   1.5e-74   1.2e-71  239.8   0.1     8   541   178   741   171   742 0.85 -
scaffold407:31226-32904  -            413 15291at147550        -            542   1.6e-68  229.5   0.0   1   1   2.8e-71   2.1e-68  229.1   0.0     7   386    36   413    31   413 0.88 -
scaffold96:309384-311447 -            663 15291at147550        -            542   1.9e-09   34.5   0.6   1   2     0.013       9.7    2.5   0.0    12    36    36    60    27    73 0.86 -
scaffold96:309384-311447 -            663 15291at147550        -            542   1.9e-09   34.5   0.6   2   2   6.4e-11   4.9e-08   29.9   0.1   123   392   160   411   145   419 0.77 -
scaffold56:79868-81970   -            649 15291at147550        -            542   3.5e-07   27.0   0.1   1   2     0.045        34    0.7   0.1    13    40     6    29     4    43 0.77 -
scaffold56:79868-81970   -            649 15291at147550        -            542   3.5e-07   27.0   0.1   2   2   4.4e-09   3.4e-06   23.8   0.0   116   368   123   360   111   385 0.70 -
scaffold357:30529-32935  -            666 15291at147550        -            542   1.5e-05   21.6   1.8   1   2     0.055        42    0.4   0.1    11    28    43    60    34    76 0.82 -
scaffold357:30529-32935  -            666 15291at147550        -            542   1.5e-05   21.6   1.8   2   2   5.7e-08   4.4e-05   20.1   0.3   122   348   169   379   158   424 0.68 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /pickett_shared/projects/lwy647/discula_draft_assembly/busco_downloads/lineages/sordariomycetes_odb10/hmms/15291at147550.hmm
# Target file:     /pickett_shared/projects/lwy647/discula_draft_assembly/discula70_53.scafSeq.BUSCO/run_sordariomycetes_odb10/metaeuk_output/initial_results/discula70_53.scafSeq.modified.fas
# Option settings: hmmsearch --domtblout /pickett_shared/projects/lwy647/discula_draft_assembly/discula70_53.scafSeq.BUSCO/run_sordariomycetes_odb10/hmmer_output/initial_run_results/15291at147550.out --cpu 1 /pickett_shared/projects/lwy647/discula_draft_assembly/busco_downloads/lineages/sordariomycetes_odb10/hmms/15291at147550.hmm /pickett_shared/projects/lwy647/discula_draft_assembly/discula70_53.scafSeq.BUSCO/run_sordariomycetes_odb10/metaeuk_output/initial_results/discula70_53.scafSeq.modified.fas 
# Current dir:     /pickett_shared/projects/lwy647/discula_draft_assembly
# Date:            Thu Aug 31 18:11:44 2023
# [ok]
