#                                                                                 --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name             accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#     ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
scaffold557:40835-45859   -           1675 1304at147550         -            924         0 1491.1  20.4   1   6   1.5e-34   1.7e-31  107.0   0.1     1   101   217   332   217   341 0.85 -
scaffold557:40835-45859   -           1675 1304at147550         -            924         0 1491.1  20.4   2   6   6.2e-55   7.1e-52  174.4   0.1    97   221   418   542   404   555 0.94 -
scaffold557:40835-45859   -           1675 1304at147550         -            924         0 1491.1  20.4   3   6         0         0 1101.5   6.2   212   772   570  1161   564  1199 0.94 -
scaffold557:40835-45859   -           1675 1304at147550         -            924         0 1491.1  20.4   4   6     3e-05     0.034   10.0   0.0   759   791  1232  1264  1214  1278 0.77 -
scaffold557:40835-45859   -           1675 1304at147550         -            924         0 1491.1  20.4   5   6   3.6e-19   4.1e-16   56.1   1.4   798   869  1349  1429  1311  1447 0.73 -
scaffold557:40835-45859   -           1675 1304at147550         -            924         0 1491.1  20.4   6   6   6.6e-16   7.6e-13   45.3   0.0   862   924  1602  1675  1583  1675 0.80 -
scaffold626:11285-13864   -            836 1304at147550         -            924  6.5e-157  522.1  14.7   1   4   2.5e-83   2.9e-80  268.4   6.7   251   493    33   281     5   290 0.88 -
scaffold626:11285-13864   -            836 1304at147550         -            924  6.5e-157  522.1  14.7   2   4   5.8e-49   6.7e-46  154.7   0.0   502   663   317   482   304   488 0.92 -
scaffold626:11285-13864   -            836 1304at147550         -            924  6.5e-157  522.1  14.7   3   4   3.1e-27   3.5e-24   82.8   0.0   662   739   616   693   612   721 0.94 -
scaffold626:11285-13864   -            836 1304at147550         -            924  6.5e-157  522.1  14.7   4   4   6.6e-08   7.6e-05   18.8   0.1   794   858   720   783   709   806 0.76 -
scaffold107:206709-209666 -            749 1304at147550         -            924  9.1e-120  399.1  10.0   1   5     2e-37   2.3e-34  116.5   0.1   253   371    17   134     5   155 0.92 -
scaffold107:206709-209666 -            749 1304at147550         -            924  9.1e-120  399.1  10.0   2   5   3.9e-20   4.4e-17   59.3   0.2   375   450   176   245   165   256 0.88 -
scaffold107:206709-209666 -            749 1304at147550         -            924  9.1e-120  399.1  10.0   3   5   3.4e-44     4e-41  138.9   0.0   519   663   255   402   248   407 0.96 -
scaffold107:206709-209666 -            749 1304at147550         -            924  9.1e-120  399.1  10.0   4   5   4.6e-25   5.3e-22   75.6   0.0   661   740   493   572   489   600 0.94 -
scaffold107:206709-209666 -            749 1304at147550         -            924  9.1e-120  399.1  10.0   5   5   9.2e-06     0.011   11.7   0.4   810   849   605   647   585   684 0.81 -
scaffold743:63402-68666   -           1526 1304at147550         -            924    0.0028   13.6   0.3   1   1   3.7e-06    0.0042   13.1   0.3    36   121  1197  1280  1182  1309 0.77 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /pickett_shared/projects/lwy647/discula_draft_assembly/busco_downloads/lineages/sordariomycetes_odb10/hmms/1304at147550.hmm
# Target file:     /pickett_shared/projects/lwy647/discula_draft_assembly/discula70_53.scafSeq.BUSCO/run_sordariomycetes_odb10/metaeuk_output/initial_results/discula70_53.scafSeq.modified.fas
# Option settings: hmmsearch --domtblout /pickett_shared/projects/lwy647/discula_draft_assembly/discula70_53.scafSeq.BUSCO/run_sordariomycetes_odb10/hmmer_output/initial_run_results/1304at147550.out --cpu 1 /pickett_shared/projects/lwy647/discula_draft_assembly/busco_downloads/lineages/sordariomycetes_odb10/hmms/1304at147550.hmm /pickett_shared/projects/lwy647/discula_draft_assembly/discula70_53.scafSeq.BUSCO/run_sordariomycetes_odb10/metaeuk_output/initial_results/discula70_53.scafSeq.modified.fas 
# Current dir:     /pickett_shared/projects/lwy647/discula_draft_assembly
# Date:            Thu Aug 31 18:11:44 2023
# [ok]
