#                                                                               --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name           accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#   ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
scaffold540:6755-10376  -            963 34885at147550        -            475  2.4e-204  677.0  34.6   1   2     0.061        25    0.9   0.0     1    14   262   275   262   282 0.88 -
scaffold540:6755-10376  -            963 34885at147550        -            475  2.4e-204  677.0  34.6   2   2  4.6e-203  1.9e-200  664.1  32.1    22   475   397   952   394   952 0.83 -
scaffold862:2239-4628   -            768 34885at147550        -            475   4.1e-09   33.2   2.0   1   2      0.22        92   -1.0   0.1   189   268    17    41     4    65 0.58 -
scaffold862:2239-4628   -            768 34885at147550        -            475   4.1e-09   33.2   2.0   2   2   9.7e-12   4.1e-09   33.2   2.0   240   292   159   217   125   235 0.76 -
scaffold274:23405-24708 -            409 34885at147550        -            475   8.8e-07   25.5   0.4   1   1     3e-09   1.2e-06   25.0   0.4   187   238   221   275   202   295 0.78 -
scaffold268:36755-39409 -            863 34885at147550        -            475   2.3e-05   20.8   1.0   1   1   9.1e-08   3.8e-05   20.1   1.0   189   228   723   766   714   777 0.86 -
scaffold814:19236-20888 -            551 34885at147550        -            475   6.4e-05   19.4   0.0   1   1   2.4e-07    0.0001   18.7   0.0   244   297   108   161    98   171 0.92 -
scaffold687:82542-84012 -            464 34885at147550        -            475   7.6e-05   19.1   2.1   1   1   2.7e-07   0.00011   18.5   2.1   170   231   335   400   320   413 0.77 -
scaffold714:14087-14704 -            206 34885at147550        -            475   0.00098   15.4   0.6   1   1   3.3e-06    0.0014   15.0   0.6   187   238   124   182   110   190 0.72 -
scaffold528:71331-73657 -            753 34885at147550        -            475    0.0014   14.9   0.1   1   1   5.3e-06    0.0022   14.3   0.1   187   237   332   393   295   401 0.72 -
scaffold64:47083-49109  -            649 34885at147550        -            475    0.0072   12.6   0.2   1   2   1.7e-05    0.0072   12.6   0.2   202   230    78   109    68   122 0.78 -
scaffold64:47083-49109  -            649 34885at147550        -            475    0.0072   12.6   0.2   2   2       1.8   7.7e+02   -4.0   1.9   223   241   156   174   150   203 0.46 -
scaffold500:20830-22086 -            419 34885at147550        -            475      0.31    7.2   3.2   1   1    0.0011      0.45    6.7   3.2   188   229   367   407   364   412 0.83 -
scaffold742:64619-67102 -            787 34885at147550        -            475      0.75    5.9   7.1   1   1    0.0031       1.3    5.2   7.1   380   442   642   704   605   742 0.72 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /pickett_shared/projects/lwy647/discula_draft_assembly/busco_downloads/lineages/sordariomycetes_odb10/hmms/34885at147550.hmm
# Target file:     /pickett_shared/projects/lwy647/discula_draft_assembly/discula70_53.scafSeq.BUSCO/run_sordariomycetes_odb10/metaeuk_output/initial_results/discula70_53.scafSeq.modified.fas
# Option settings: hmmsearch --domtblout /pickett_shared/projects/lwy647/discula_draft_assembly/discula70_53.scafSeq.BUSCO/run_sordariomycetes_odb10/hmmer_output/initial_run_results/34885at147550.out --cpu 1 /pickett_shared/projects/lwy647/discula_draft_assembly/busco_downloads/lineages/sordariomycetes_odb10/hmms/34885at147550.hmm /pickett_shared/projects/lwy647/discula_draft_assembly/discula70_53.scafSeq.BUSCO/run_sordariomycetes_odb10/metaeuk_output/initial_results/discula70_53.scafSeq.modified.fas 
# Current dir:     /pickett_shared/projects/lwy647/discula_draft_assembly
# Date:            Thu Aug 31 18:11:44 2023
# [ok]
