#                                                                               --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name           accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#   ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
scaffold363:63679-66724 -            988 8687at147550         -            707         0 1195.9  39.6   1   4     0.006       9.2    2.5   1.0     1    25    28    57    28    75 0.76 -
scaffold363:63679-66724 -            988 8687at147550         -            707         0 1195.9  39.6   2   4   2.4e-75   3.7e-72  241.8   1.3    15   164   100   251    88   261 0.88 -
scaffold363:63679-66724 -            988 8687at147550         -            707         0 1195.9  39.6   3   4  1.9e-184  2.9e-181  602.4   1.8   148   420   328   601   300   609 0.94 -
scaffold363:63679-66724 -            988 8687at147550         -            707         0 1195.9  39.6   4   4  1.9e-111    3e-108  361.1  13.8   424   692   640   988   630   988 0.82 -
scaffold368:33392-39467 -           1787 8687at147550         -            707   1.1e-34  118.0   8.4   1   3     4e-05     0.062    9.7   0.0    31    93    83   144    78   163 0.79 -
scaffold368:33392-39467 -           1787 8687at147550         -            707   1.1e-34  118.0   8.4   2   3       2.7   4.1e+03   -6.3   2.7   488   516   476   504   473   505 0.91 -
scaffold368:33392-39467 -           1787 8687at147550         -            707   1.1e-34  118.0   8.4   3   3   1.4e-36   2.2e-33  113.6   0.1   226   380   619   776   561   782 0.82 -
scaffold73:66749-70312  -           1146 8687at147550         -            707   7.5e-16   55.7   2.3   1   2     0.085   1.3e+02   -1.3   0.0   637   665    95   123    79   136 0.75 -
scaffold73:66749-70312  -           1146 8687at147550         -            707   7.5e-16   55.7   2.3   2   2   1.3e-18     2e-15   54.2   1.6   440   525   465   558   444   571 0.81 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /pickett_shared/projects/lwy647/discula_draft_assembly/busco_downloads/lineages/sordariomycetes_odb10/hmms/8687at147550.hmm
# Target file:     /pickett_shared/projects/lwy647/discula_draft_assembly/discula70_53.scafSeq.BUSCO/run_sordariomycetes_odb10/metaeuk_output/initial_results/discula70_53.scafSeq.modified.fas
# Option settings: hmmsearch --domtblout /pickett_shared/projects/lwy647/discula_draft_assembly/discula70_53.scafSeq.BUSCO/run_sordariomycetes_odb10/hmmer_output/initial_run_results/8687at147550.out --cpu 1 /pickett_shared/projects/lwy647/discula_draft_assembly/busco_downloads/lineages/sordariomycetes_odb10/hmms/8687at147550.hmm /pickett_shared/projects/lwy647/discula_draft_assembly/discula70_53.scafSeq.BUSCO/run_sordariomycetes_odb10/metaeuk_output/initial_results/discula70_53.scafSeq.modified.fas 
# Current dir:     /pickett_shared/projects/lwy647/discula_draft_assembly
# Date:            Thu Aug 31 18:12:04 2023
# [ok]
