#                                                                                 --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name             accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#     ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
scaffold780:31428-33292   -            574 53036at147550        -            435  3.5e-211  699.6   2.9   1   1  2.9e-213  5.1e-211  699.0   2.9     7   433    77   537    68   539 0.92 -
scaffold199:63496-65118   -            521 53036at147550        -            435     5e-30  102.6  10.2   1   3    0.0075       1.3    5.7   0.0    39    93    37    91    30   102 0.91 -
scaffold199:63496-65118   -            521 53036at147550        -            435     5e-30  102.6  10.2   2   3   4.2e-06   0.00074   16.4   0.4    38   235    70   267    54   275 0.86 -
scaffold199:63496-65118   -            521 53036at147550        -            435     5e-30  102.6  10.2   3   3   4.1e-28   7.3e-26   88.9   3.2   279   412   331   474   307   485 0.87 -
scaffold2:10780-12925     -            609 53036at147550        -            435   1.1e-24   85.0  13.2   1   3   1.1e-14     2e-12   44.6   2.4   226   321   129   219   115   247 0.93 -
scaffold2:10780-12925     -            609 53036at147550        -            435   1.1e-24   85.0  13.2   2   3   0.00036     0.063   10.0   0.0    44    91   341   388   314   391 0.85 -
scaffold2:10780-12925     -            609 53036at147550        -            435   1.1e-24   85.0  13.2   3   3   3.9e-10   6.9e-08   29.7   2.0   171   341   392   587   390   607 0.76 -
scaffold50:41490-42870    -            438 53036at147550        -            435   1.1e-18   65.2   0.1   1   1     9e-21   1.6e-18   64.7   0.1   350   430     6    91     2    96 0.80 -
scaffold250:248635-250411 -            518 53036at147550        -            435   1.6e-17   61.4   0.7   1   1   1.6e-19   2.9e-17   60.6   0.7   350   420     6    82     3    93 0.88 -
scaffold27:245841-247301  -            454 53036at147550        -            435   2.6e-15   54.1   0.3   1   1   2.1e-17   3.8e-15   53.6   0.3   348   418    15    90    10    98 0.88 -
scaffold528:30837-32136   -            378 53036at147550        -            435   4.6e-15   53.3   0.8   1   1   3.7e-17   6.5e-15   52.8   0.8   351   408     7    69     2    75 0.84 -
scaffold495:73254-74378   -            375 53036at147550        -            435   7.3e-15   52.6   2.2   1   1   6.1e-17   1.1e-14   52.1   2.2   323   408    21   113     2   130 0.84 -
scaffold486:11278-12903   -            542 53036at147550        -            435     1e-14   52.2   1.0   1   3   5.7e-17     1e-14   52.2   1.0   349   413    28    98    23   108 0.87 -
scaffold486:11278-12903   -            542 53036at147550        -            435     1e-14   52.2   1.0   2   3       1.3   2.2e+02   -1.7   0.5   275   310   229   264   220   306 0.72 -
scaffold486:11278-12903   -            542 53036at147550        -            435     1e-14   52.2   1.0   3   3       4.1   7.2e+02   -3.3   0.1   216   231   350   366   315   381 0.64 -
scaffold311:55529-56867   -            407 53036at147550        -            435   5.9e-13   46.4   0.2   1   1   4.7e-15   8.3e-13   45.9   0.2   349   411    22    92    19   116 0.76 -
scaffold255:172922-174649 -            508 53036at147550        -            435   1.5e-10   38.4   0.8   1   1   1.3e-12   2.3e-10   37.8   0.8   226   337    13   123     8   142 0.77 -
scaffold27:374050-375045  -            332 53036at147550        -            435     4e-10   37.0   0.9   1   3      0.89   1.6e+02   -1.2   0.0   241   265    33    57    28    84 0.76 -
scaffold27:374050-375045  -            332 53036at147550        -            435     4e-10   37.0   0.9   2   3   2.3e-12     4e-10   37.0   0.9    10    92   109   198   100   225 0.71 -
scaffold27:374050-375045  -            332 53036at147550        -            435     4e-10   37.0   0.9   3   3       2.1   3.7e+02   -2.4   0.1   393   428   285   320   282   324 0.81 -
scaffold243:111300-114151 -            929 53036at147550        -            435   1.1e-09   35.6   0.2   1   3   8.3e-08   1.5e-05   22.0   0.0   222   291   626   695   623   700 0.94 -
scaffold243:111300-114151 -            929 53036at147550        -            435   1.1e-09   35.6   0.2   2   3    0.0064       1.1    5.9   0.1   291   324   718   751   706   761 0.86 -
scaffold243:111300-114151 -            929 53036at147550        -            435   1.1e-09   35.6   0.2   3   3     0.031       5.5    3.6   0.0   359   407   878   926   867   929 0.77 -
scaffold155:90958-93470   -            819 53036at147550        -            435     1e-08   32.4   3.8   1   4       1.2   2.1e+02   -1.6   0.0   185   216   132   163   122   168 0.80 -
scaffold155:90958-93470   -            819 53036at147550        -            435     1e-08   32.4   3.8   2   4      0.33        57    0.3   0.0   170   224   518   573   491   590 0.72 -
scaffold155:90958-93470   -            819 53036at147550        -            435     1e-08   32.4   3.8   3   4     0.045       7.9    3.1   0.0   171   214   587   630   577   634 0.82 -
scaffold155:90958-93470   -            819 53036at147550        -            435     1e-08   32.4   3.8   4   4   1.4e-09   2.4e-07   27.9   2.2    13   216   600   802   595   811 0.81 -
scaffold479:117676-118401 -            242 53036at147550        -            435     1e-07   29.1   2.7   1   2   5.2e-08   9.2e-06   22.7   0.1   262   298     8    44     3    51 0.92 -
scaffold479:117676-118401 -            242 53036at147550        -            435     1e-07   29.1   2.7   2   2    0.0024      0.42    7.3   0.6   267   328    47   114    41   129 0.64 -
scaffold581:17417-18433   -            339 53036at147550        -            435   1.1e-07   29.0   0.1   1   1   7.9e-10   1.4e-07   28.7   0.1   370   433     1    71     1    73 0.75 -
scaffold234:21153-21837   -            196 53036at147550        -            435   1.6e-07   28.5   0.1   1   1   1.9e-09   3.3e-07   27.4   0.1   223   340    66   193    61   196 0.80 -
scaffold222:65058-65984   -            253 53036at147550        -            435   3.4e-07   27.4   0.0   1   1   2.5e-09   4.4e-07   27.0   0.0   360   412    11    68     1    77 0.80 -
scaffold410:43555-44303   -            222 53036at147550        -            435   1.4e-06   25.4   0.7   1   2   7.7e-09   1.4e-06   25.4   0.7   337   409    27   104     3   112 0.82 -
scaffold410:43555-44303   -            222 53036at147550        -            435   1.4e-06   25.4   0.7   2   2       3.4   6.1e+02   -3.1   2.0   278   316   132   172   117   194 0.62 -
scaffold479:21595-22513   -            280 53036at147550        -            435   2.6e-06   24.5   0.4   1   2   1.5e-08   2.6e-06   24.5   0.4   211   289    25   104    20   138 0.84 -
scaffold479:21595-22513   -            280 53036at147550        -            435   2.6e-06   24.5   0.4   2   2       2.9   5.2e+02   -2.9   0.2   296   327   177   211   158   226 0.55 -
scaffold721:442-2331      -            630 53036at147550        -            435   1.3e-05   22.2   0.1   1   2   7.6e-05     0.013   12.2   0.0    14    93   317   396   312   408 0.90 -
scaffold721:442-2331      -            630 53036at147550        -            435   1.3e-05   22.2   0.1   2   2    0.0032      0.56    6.9   0.0   236   307   460   535   454   571 0.78 -
scaffold70:14346-15404    -            353 53036at147550        -            435   2.2e-05   21.4   0.0   1   1   1.8e-07   3.2e-05   20.9   0.0   349   408    58   122    46   129 0.79 -
scaffold302:100773-103726 -            850 53036at147550        -            435   3.1e-05   20.9   5.2   1   5     0.083        15    2.2   0.0    21    72    77   127    59   134 0.73 -
scaffold302:100773-103726 -            850 53036at147550        -            435   3.1e-05   20.9   5.2   2   5       1.1     2e+02   -1.5   0.0   188   216   144   173   118   195 0.77 -
scaffold302:100773-103726 -            850 53036at147550        -            435   3.1e-05   20.9   5.2   3   5      0.67   1.2e+02   -0.8   0.0    48    78   227   257   220   281 0.79 -
scaffold302:100773-103726 -            850 53036at147550        -            435   3.1e-05   20.9   5.2   4   5    0.0004     0.071    9.9   0.1    42    94   293   345   266   356 0.84 -
scaffold302:100773-103726 -            850 53036at147550        -            435   3.1e-05   20.9   5.2   5   5    0.0044      0.78    6.4   0.1    47    74   367   394   360   400 0.82 -
scaffold780:27791-30031   -            727 53036at147550        -            435   3.6e-05   20.7   0.1   1   1   3.4e-07   6.1e-05   20.0   0.1   352   406   109   175   101   189 0.76 -
scaffold203:75264-76568   -            393 53036at147550        -            435   0.00011   19.1   2.3   1   1   3.8e-06   0.00068   16.5   2.3   213   338   227   373   209   392 0.73 -
