#                                                                                --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name            accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#    ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
scaffold406:99024-100682 -            553 40287at147550        -            480  1.3e-147  490.4  28.4   1   4   1.6e-69   7.5e-67  224.0   0.0   112   276    10   190     4   208 0.87 -
scaffold406:99024-100682 -            553 40287at147550        -            480  1.3e-147  490.4  28.4   2   4     5e-09   2.3e-06   24.6   0.8   266   310   211   257   201   266 0.85 -
scaffold406:99024-100682 -            553 40287at147550        -            480  1.3e-147  490.4  28.4   3   4   2.2e-12     1e-09   35.6   0.6   308   372   282   347   276   351 0.91 -
scaffold406:99024-100682 -            553 40287at147550        -            480  1.3e-147  490.4  28.4   4   4   1.3e-65   5.8e-63  211.2  13.7   310   480   361   552   355   552 0.87 -
scaffold226:55877-58714  -            946 40287at147550        -            480   1.6e-10   38.3   1.4   1   1   6.1e-13   2.8e-10   37.5   1.4   379   444   211   274   196   297 0.84 -
scaffold486:11278-12903  -            542 40287at147550        -            480   4.8e-07   26.8   3.1   1   2     1e-09   4.8e-07   26.8   3.1   272   352   275   358   239   374 0.66 -
scaffold486:11278-12903  -            542 40287at147550        -            480   4.8e-07   26.8   3.1   2   2     0.074        34    0.9   0.2   315   347   494   526   477   540 0.74 -
scaffold50:21277-22404   -            376 40287at147550        -            480   0.00012   18.9  13.2   1   3   2.7e-07   0.00012   18.9  13.2   383   457    67   147     8   174 0.72 -
scaffold50:21277-22404   -            376 40287at147550        -            480   0.00012   18.9  13.2   2   3      0.24   1.1e+02   -0.7   3.6   350   389   139   179   132   195 0.72 -
scaffold50:21277-22404   -            376 40287at147550        -            480   0.00012   18.9  13.2   3   3      0.47   2.1e+02   -1.7   0.8   272   284   298   310   289   327 0.62 -
scaffold486:5541-7600    -            666 40287at147550        -            480   0.00062   16.6   1.3   1   1   2.2e-06     0.001   15.9   1.3   397   430   621   655   616   666 0.74 -
scaffold383:51435-52806  -            423 40287at147550        -            480   0.00065   16.5   2.4   1   2   2.7e-06    0.0012   15.6   1.6   394   433   238   279   233   317 0.75 -
scaffold383:51435-52806  -            423 40287at147550        -            480   0.00065   16.5   2.4   2   2       0.4   1.8e+02   -1.5   0.0   118   147   321   350   303   356 0.73 -
scaffold96:330285-331257 -            288 40287at147550        -            480    0.0049   13.6   0.4   1   2        10   4.6e+03   -8.3   8.5   403   448   159   202    98   226 0.52 -
scaffold96:330285-331257 -            288 40287at147550        -            480    0.0049   13.6   0.4   2   2   1.1e-05    0.0049   13.6   0.4   172   210   233   271   223   275 0.92 -
scaffold483:948-1925     -            308 40287at147550        -            480     0.034   10.8   1.4   1   4      0.36   1.7e+02   -1.3   0.1   275   291    28    44    16    73 0.58 -
scaffold483:948-1925     -            308 40287at147550        -            480     0.034   10.8   1.4   2   4     0.019       8.5    2.9   0.0   189   208    95   114    84   118 0.81 -
scaffold483:948-1925     -            308 40287at147550        -            480     0.034   10.8   1.4   3   4    0.0063       2.9    4.5   0.0   373   398   135   160   125   164 0.85 -
scaffold483:948-1925     -            308 40287at147550        -            480     0.034   10.8   1.4   4   4      0.31   1.4e+02   -1.1   0.0   183   210   193   220   186   224 0.81 -
scaffold55:76315-78401   -            605 40287at147550        -            480     0.078    9.6   3.5   1   2   0.00012     0.055   10.1   0.1    85   117   325   360   311   365 0.83 -
scaffold55:76315-78401   -            605 40287at147550        -            480     0.078    9.6   3.5   2   2      0.19        86   -0.4   0.7    93   113   425   445   414   455 0.75 -
scaffold32:64834-68102   -           1066 40287at147550        -            480      0.18    8.5   3.2   1   1   0.00064      0.29    7.7   3.2   320   386    25    91    12   112 0.68 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /pickett_shared/projects/lwy647/discula_draft_assembly/busco_downloads/lineages/sordariomycetes_odb10/hmms/40287at147550.hmm
# Target file:     /pickett_shared/projects/lwy647/discula_draft_assembly/discula70_53.scafSeq.BUSCO/run_sordariomycetes_odb10/metaeuk_output/initial_results/discula70_53.scafSeq.modified.fas
# Option settings: hmmsearch --domtblout /pickett_shared/projects/lwy647/discula_draft_assembly/discula70_53.scafSeq.BUSCO/run_sordariomycetes_odb10/hmmer_output/initial_run_results/40287at147550.out --cpu 1 /pickett_shared/projects/lwy647/discula_draft_assembly/busco_downloads/lineages/sordariomycetes_odb10/hmms/40287at147550.hmm /pickett_shared/projects/lwy647/discula_draft_assembly/discula70_53.scafSeq.BUSCO/run_sordariomycetes_odb10/metaeuk_output/initial_results/discula70_53.scafSeq.modified.fas 
# Current dir:     /pickett_shared/projects/lwy647/discula_draft_assembly
# Date:            Thu Aug 31 18:11:53 2023
# [ok]
