#                                                                                --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name            accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#    ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
scaffold237:7304-10300   -            930 32588at147550        -            448    6e-212  702.0  10.6   1   3   6.1e-05      0.07    9.6   0.0     2    22    39    59    38    75 0.85 -
scaffold237:7304-10300   -            930 32588at147550        -            448    6e-212  702.0  10.6   2   3  1.1e-207  1.2e-204  677.9   2.8    22   421   123   548   109   559 0.92 -
scaffold237:7304-10300   -            930 32588at147550        -            448    6e-212  702.0  10.6   3   3   1.7e-07   0.00019   18.1   0.2   422   446   906   930   877   930 0.77 -
scaffold14:226254-229229 -            949 32588at147550        -            448   4.6e-49  165.1   0.2   1   1   6.4e-52   7.3e-49  164.5   0.2    15   381   552   937   544   945 0.87 -
scaffold232:40368-42556  -            708 32588at147550        -            448   4.7e-37  125.6   6.5   1   1   7.3e-40   8.4e-37  124.7   6.5    89   368   384   676   299   681 0.83 -
scaffold28:72290-74371   -            694 32588at147550        -            448   1.1e-08   32.1  10.3   1   4   2.4e-05     0.027   11.0   0.2   231   353   107   231    75   235 0.69 -
scaffold28:72290-74371   -            694 32588at147550        -            448   1.1e-08   32.1  10.3   2   4      0.26     3e+02   -2.3   0.0   167   195   302   330   282   340 0.75 -
scaffold28:72290-74371   -            694 32588at147550        -            448   1.1e-08   32.1  10.3   3   4   8.3e-06    0.0095   12.5   1.3   133   277   354   495   330   507 0.73 -
scaffold28:72290-74371   -            694 32588at147550        -            448   1.1e-08   32.1  10.3   4   4   8.2e-06    0.0094   12.5   0.0   267   384   568   686   561   690 0.76 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /pickett_shared/projects/lwy647/discula_draft_assembly/busco_downloads/lineages/sordariomycetes_odb10/hmms/32588at147550.hmm
# Target file:     /pickett_shared/projects/lwy647/discula_draft_assembly/discula70_53.scafSeq.BUSCO/run_sordariomycetes_odb10/metaeuk_output/initial_results/discula70_53.scafSeq.modified.fas
# Option settings: hmmsearch --domtblout /pickett_shared/projects/lwy647/discula_draft_assembly/discula70_53.scafSeq.BUSCO/run_sordariomycetes_odb10/hmmer_output/initial_run_results/32588at147550.out --cpu 1 /pickett_shared/projects/lwy647/discula_draft_assembly/busco_downloads/lineages/sordariomycetes_odb10/hmms/32588at147550.hmm /pickett_shared/projects/lwy647/discula_draft_assembly/discula70_53.scafSeq.BUSCO/run_sordariomycetes_odb10/metaeuk_output/initial_results/discula70_53.scafSeq.modified.fas 
# Current dir:     /pickett_shared/projects/lwy647/discula_draft_assembly
# Date:            Thu Aug 31 18:11:52 2023
# [ok]
