#                                                                               --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name           accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#   ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
scaffold94:82357-83772  -            472 82666at147550        -            298  9.2e-115  380.7  27.1   1   6   1.8e-10   1.7e-07   28.5   0.8     1    53    49   107    49   123 0.83 -
scaffold94:82357-83772  -            472 82666at147550        -            298  9.2e-115  380.7  27.1   2   6      0.54   4.9e+02   -2.6   0.2    43    54   115   126   103   140 0.63 -
scaffold94:82357-83772  -            472 82666at147550        -            298  9.2e-115  380.7  27.1   3   6      0.67   6.2e+02   -2.9   0.1    39    61   138   163   128   166 0.64 -
scaffold94:82357-83772  -            472 82666at147550        -            298  9.2e-115  380.7  27.1   4   6   1.1e-31     1e-28   98.2   0.2    54   127   184   266   169   272 0.88 -
scaffold94:82357-83772  -            472 82666at147550        -            298  9.2e-115  380.7  27.1   5   6   2.4e-47   2.2e-44  149.6   1.1   126   204   296   377   285   381 0.94 -
scaffold94:82357-83772  -            472 82666at147550        -            298  9.2e-115  380.7  27.1   6   6     8e-39   7.4e-36  121.6   1.6   204   278   398   472   391   472 0.97 -
scaffold357:9225-13178  -           1318 82666at147550        -            298   5.7e-23   79.3  18.6   1   7   1.1e-06    0.0011   16.0   0.0   136   173   235   272   228   281 0.74 -
scaffold357:9225-13178  -           1318 82666at147550        -            298   5.7e-23   79.3  18.6   2   7    0.0081       7.5    3.4   0.0   220   274   421   471   377   525 0.81 -
scaffold357:9225-13178  -           1318 82666at147550        -            298   5.7e-23   79.3  18.6   3   7   6.7e-06    0.0062   13.5   0.1    92   241   685   829   675   841 0.71 -
scaffold357:9225-13178  -           1318 82666at147550        -            298   5.7e-23   79.3  18.6   4   7   3.6e-06    0.0033   14.4   0.2   211   277   892   957   884   972 0.83 -
scaffold357:9225-13178  -           1318 82666at147550        -            298   5.7e-23   79.3  18.6   5   7   7.7e-06     0.007   13.3   0.6   179   273  1033  1124  1020  1129 0.87 -
scaffold357:9225-13178  -           1318 82666at147550        -            298   5.7e-23   79.3  18.6   6   7     0.056        52    0.6   0.0    63    96  1130  1163  1124  1169 0.87 -
scaffold357:9225-13178  -           1318 82666at147550        -            298   5.7e-23   79.3  18.6   7   7   1.5e-07   0.00013   19.0   1.1   166   273  1200  1305  1182  1314 0.77 -
scaffold204:69965-71483 -            489 82666at147550        -            298     1e-22   78.5   1.5   1   3   9.1e-07   0.00083   16.4   0.1   215   269   135   188   120   202 0.84 -
scaffold204:69965-71483 -            489 82666at147550        -            298     1e-22   78.5   1.5   2   3   3.2e-11   2.9e-08   31.0   0.0   211   269   214   272   203   286 0.92 -
scaffold204:69965-71483 -            489 82666at147550        -            298     1e-22   78.5   1.5   3   3   1.7e-10   1.5e-07   28.6   0.1   208   266   418   475   414   484 0.84 -
scaffold213:36030-37283 -            377 82666at147550        -            298     2e-20   70.9   8.3   1   3   2.4e-09   2.2e-06   24.8   0.3   210   271    52   112    40   118 0.88 -
scaffold213:36030-37283 -            377 82666at147550        -            298     2e-20   70.9   8.3   2   3   3.3e-06    0.0031   14.5   0.2   211   267   138   194   130   213 0.80 -
scaffold213:36030-37283 -            377 82666at147550        -            298     2e-20   70.9   8.3   3   3   1.4e-12   1.3e-09   35.5   0.2   200   279   288   367   286   374 0.92 -
scaffold371:47201-53732 -           1445 82666at147550        -            298    0.0011   16.0   0.0   1   1   2.4e-06    0.0022   15.0   0.0   200   278   198   300   187   310 0.64 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /pickett_shared/projects/lwy647/discula_draft_assembly/busco_downloads/lineages/sordariomycetes_odb10/hmms/82666at147550.hmm
# Target file:     /pickett_shared/projects/lwy647/discula_draft_assembly/discula70_53.scafSeq.BUSCO/run_sordariomycetes_odb10/metaeuk_output/initial_results/discula70_53.scafSeq.modified.fas
# Option settings: hmmsearch --domtblout /pickett_shared/projects/lwy647/discula_draft_assembly/discula70_53.scafSeq.BUSCO/run_sordariomycetes_odb10/hmmer_output/initial_run_results/82666at147550.out --cpu 1 /pickett_shared/projects/lwy647/discula_draft_assembly/busco_downloads/lineages/sordariomycetes_odb10/hmms/82666at147550.hmm /pickett_shared/projects/lwy647/discula_draft_assembly/discula70_53.scafSeq.BUSCO/run_sordariomycetes_odb10/metaeuk_output/initial_results/discula70_53.scafSeq.modified.fas 
# Current dir:     /pickett_shared/projects/lwy647/discula_draft_assembly
# Date:            Thu Aug 31 18:12:03 2023
# [ok]
