22603	411+1919	0	8243	1	63979at147550_2|C192050|+|634|6.854e-184|2|411|2329|411[411]:821[821]:411[411]|893[893]:2329[2329]:1437[1437]
22605	209353-2465	0	1621	-1	12772at147550_8|scaffold32|-|1104|0|3|206889|209353|209353[209353]:209246[209246]:108[108]|209191[209191]:208865[208865]:327[327]|208811[208811]:206889[206889]:1923[1923]
22605	234490-2400	0	1867	-1	41854at147550_8|scaffold32|-|331|1.117e-92|1|232091|234490|234490[234490]:232091[232091]:2400[2400]
22605	15451+3503	0	3025	1	7411at147550_0|scaffold32|+|1541|0|3|15451|18953|15451[15451]:16641[16641]:1191[1191]|16709[16745]:18808[18808]:2100[2064]|18840[18870]:18953[18953]:114[84]
22605	228929+488	0	3533	1	99124at147550_4|scaffold32|+|137|2.805e-34|2|228929|229416|228929[228929]:229159[229159]:231[231]|229222[229225]:229416[229416]:195[192]
22605	160939-1878	0	5096	-1	66931at147550_6|scaffold32|-|654|6.537e-190|1|159062|160939|160939[160939]:159062[159062]:1878[1878]
22605	189016-3887	0	5100	-1	4147at147550_9|scaffold32|-|1832|0|4|185130|189016|189016[189016]:188186[188186]:831[831]|188078[188078]:185787[185787]:2292[2292]|185722[185722]:185501[185501]:222[222]|185453[185447]:185130[185130]:324[318]
22605	44553+1321	0	5501	1	34845at147550_9|scaffold32|+|208|1.188e-55|2|44553|45873|44553[44553]:45179[45179]:627[627]|45268[45268]:45873[45873]:606[606]
22605	256792-894	0	6820	-1	80614at147550_6|scaffold32|-|369|4.063e-104|1|255899|256792|256792[256792]:255899[255899]:894[894]
22605	163790-612	0	7161	-1	94949at147550_6|scaffold32|-|276|4.024e-76|2|163179|163790|163790[163790]:163563[163563]:228[228]|163445[163445]:163179[163179]:267[267]
22605	120534-957	0	11093	-1	62329at147550_7|scaffold32|-|428|7.049e-122|1|119578|120534|120534[120534]:119578[119578]:957[957]
22605	128190+1486	0	11182	1	46260at147550_7|scaffold32|+|378|7.936e-107|2|128190|129675|128190[128190]:129038[129038]:849[849]|129076[129094]:129675[129675]:600[582]
22605	85295+3186	0	12028	1	4537at147550_8|scaffold32|+|1152|0|3|85295|88480|85295[85295]:86461[86461]:1167[1167]|86520[86520]:87830[87830]:1311[1311]|87875[87890]:88480[88480]:606[591]
22605	57824-228	0	12095	-1	44913at147550_0|scaffold32|-|40|4.444e-05|1|57597|57824|57824[57824]:57597[57597]:228[228]
22605	211231+2955	0	14178	1	18800at147550_4|scaffold32|+|1064|2.472e-313|1|211231|214185|211231[211231]:214185[214185]:2955[2955]
22605	2384+1170	0	17586	1	64635at147550_4|scaffold32|+|595|3.768e-172|1|2384|3553|2384[2384]:3553[3553]:1170[1170]
22605	138588-807	0	18332	-1	85893at147550|scaffold32|-|409|3.696e-116|3|137782|138588|138588[138588]:138529[138529]:60[60]|138455[138446]:138114[138114]:342[333]|138051[138042]:137782[137782]:270[261]
22605	164125+1349	0	18430	1	64056at147550_9|scaffold32|+|492|3.821e-141|2|164125|165473|164125[164125]:164253[164253]:129[129]|164304[164307]:165473[165473]:1170[1167]
22605	197125+2738	0	20101	1	15368at147550_8|scaffold32|+|1086|5.8942e-320|3|197125|199862|197125[197125]:197301[197301]:177[177]|197523[197523]:199670[199670]:2148[2148]|199728[199728]:199862[199862]:135[135]
22605	257501+2355	0	22656	1	14782at147550_4|scaffold32|+|993|5.837e-292|4|257501|259855|257501[257501]:257737[257737]:237[237]|257817[257817]:258626[258626]:810[810]|258682[258682]:259035[259035]:354[354]|259100[259100]:259855[259855]:756[756]
22605	255130-1687	0	23321	-1	43834at147550_3|scaffold32|-|880|6.061e-258|2|253444|255130|255130[255130]:254855[254855]:276[276]|254781[254772]:253444[253444]:1338[1329]
22605	141286-1214	0	24307	-1	49120at147550_6|scaffold32|-|572|3.161e-165|2|140073|141286|141286[141286]:140726[140726]:561[561]|140666[140654]:140073[140073]:594[582]
22605	6587+2679	0	24366	1	8986at147550_7|scaffold32|+|878|2.425e-257|1|6587|9265|6587[6587]:9265[9265]:2679[2679]
22605	245698-954	0	26266	-1	42994at147550_5|scaffold32|-|299|4.797e-83|2|244745|245698|245698[245698]:245387[245387]:312[312]|245320[245320]:244745[244745]:576[576]
22605	215826-1075	0	27823	-1	99979at147550_7|scaffold32|-|352|5.326e-99|3|214752|215826|215826[215826]:215650[215650]:177[177]|215510[215510]:215127[215127]:384[384]|214979[214979]:214752[214752]:228[228]
22605	249428-439	0	30844	-1	99037at147550_5|scaffold32|-|207|2.376e-55|3|248990|249428|249428[249428]:249267[249267]:162[162]|249210[249201]:249142[249142]:69[60]|249085[249085]:248990[248990]:96[96]
22605	170428-1198	0	32716	-1	52682at147550|scaffold32|-|691|4.756e-201|3|169231|170428|170428[170428]:170300[170300]:129[129]|170184[170181]:169843[169843]:342[339]|169785[169785]:169231[169231]:555[555]
22605	218528-1754	0	35191	-1	36548at147550_6|scaffold32|-|739|1.69e-215|3|216775|218528|218528[218528]:218436[218436]:93[93]|218338[218338]:217319[217319]:1020[1020]|217266[217239]:216775[216775]:492[465]
22605	146809+1306	0	37670	1	79626at147550_4|scaffold32|+|456|2.626e-130|2|146809|148114|146809[146809]:146877[146877]:69[69]|146954[146960]:148114[148114]:1161[1155]
22605	178919+4131	0	38284	1	12917at147550_1|scaffold32|+|728|3.46e-212|2|178919|183049|178919[178919]:182218[182218]:3300[3300]|182294[182294]:183049[183049]:756[756]
22605	178433-420	0	38407	-1	105506at147550_0|scaffold32|-|165|1.045e-42|2|178014|178433|178433[178433]:178335[178335]:99[99]|178208[178205]:178014[178014]:195[192]
22605	224382-994	0	40905	-1	58492at147550_1|scaffold32|-|527|1.112e-151|2|223389|224382|224382[224382]:224290[224290]:93[93]|224231[224207]:223389[223389]:843[819]
22605	158646-2565	0	40926	-1	39873at147550_7|scaffold32|-|854|4.068e-250|1|156082|158646|158646[158646]:156082[156082]:2565[2565]
22605	68102-3269	0	40933	-1	15867at147550_4|scaffold32|-|1004|2.85e-295|2|64834|68102|68102[68102]:64962[64962]:3141[3141]|64890[64890]:64834[64834]:57[57]
